name,uni_roll,branch
Virginia Wright,UNI039231,CSE
John Price,UNI039232,ECE
Evelyn Nguyen,UNI039233,ECE
Ashley Kelley,UNI039234,CHE
Lisa Harrison,UNI039235,ECE
Brittany Robertson,UNI039236,ME
William Boyd,UNI039237,CE
Matthew Anderson,UNI039238,BT
Frank Ferguson,UNI039239,CSE
Ashley Deleon,UNI039240,CSE
Seth Moore,UNI039241,BT
Sarah Johnson,UNI039242,CSE
Ryan Mitchell,UNI039243,EE
Melissa Silva,UNI039244,ME
Lynn Lewis,UNI039245,PHM
Katie Kelly,UNI039246,PHM
Natalie Chase DDS,UNI039247,CE
Justin Maxwell,UNI039248,CE
Lisa Singh,UNI039249,CSE
Evan Barnes,UNI039250,ME
Danielle Taylor,UNI039251,EE
Teresa Oliver,UNI039252,CHE
Julie Hudson,UNI039253,PHM
Melissa Gray,UNI039254,CSE
Kelly Sharp,UNI039255,CHE
William Anderson,UNI039256,BT
Cathy Armstrong,UNI039257,EE
Brian Baker,UNI039258,CE
Adrian Figueroa,UNI039259,ME
Dorothy Hampton,UNI039260,CSE
Eric Morales,UNI039261,BT
Samantha Riggs,UNI039262,CE
Katherine Velasquez,UNI039263,CSE
Natasha Harris,UNI039264,ME
Michelle Brown,UNI039265,ME
Maurice Johnson,UNI039266,CHE
Samantha Holland,UNI039267,ME
Christine Smith,UNI039268,ME
Samantha Cox,UNI039269,ME
Zachary Mitchell,UNI039270,PHM
Kelly Lewis,UNI039271,BT
Carolyn Reynolds,UNI039272,CSE
Logan Hall,UNI039273,CSE
Derek Glass,UNI039274,ME
Nicholas Young,UNI039275,CSE
Nathaniel Davis,UNI039276,BT
Heather Hines,UNI039277,CSE
Sarah Wilkerson,UNI039278,EE
Seth Howard,UNI039279,ME
Mrs. Helen Jackson,UNI039280,PHM
Pamela Martin,UNI039281,CHE
Andrew Arnold,UNI039282,ME
Mark Rodriguez,UNI039283,ME
Ronald Fernandez,UNI039284,CHE
Sandy Mullins,UNI039285,ME
Stephen West,UNI039286,CE
Daniel Ray,UNI039287,EE
Tracey Lee,UNI039288,ME
Richard Lopez,UNI039289,EE
Jacob Ward,UNI039290,CHE
Christian Hurst,UNI039291,CSE
Nicholas Hopkins,UNI039292,BT
Aimee Phillips,UNI039293,CE
Stacy Preston,UNI039294,ECE
Heather Mccann,UNI039295,CHE
Brandon Jones,UNI039296,PHM
Susan Hunt,UNI039297,ECE
Clayton Ellis,UNI039298,PHM
Rebecca Mckenzie,UNI039299,CSE
Leslie Ortega,UNI039300,PHM
Kimberly Moore,UNI039301,ECE
Michael Rogers,UNI039302,CE
Madison Matthews,UNI039303,CSE
Connie Clark,UNI039304,EE
Jeffery Romero,UNI039305,CHE
Nicholas Adams,UNI039306,EE
Peggy Hatfield,UNI039307,ECE
Dr. Tyler Benton,UNI039308,PHM
Marilyn Moore,UNI039309,CE
Elizabeth Rangel,UNI039310,BT
Jeffrey Lee,UNI039311,ME
Robert Martin,UNI039312,ECE
Robert Bauer,UNI039313,BT
Sydney Ryan,UNI039314,CHE
Tracy Price,UNI039315,CE
Christina Foster,UNI039316,CSE
Brenda Carter,UNI039317,BT
John Lambert,UNI039318,CSE
Mr. Brett Hunt,UNI039319,BT
Anna Morgan,UNI039320,CSE
Maria Dickerson,UNI039321,CE
Angel Kramer,UNI039322,CSE
Sherry Moyer,UNI039323,BT
Zachary Watts,UNI039324,CSE
Logan Wong,UNI039325,CHE
Kathryn Weeks,UNI039326,CHE
Lynn Sanders,UNI039327,EE
Angela Jones,UNI039328,BT
Patricia Lewis,UNI039329,ME
Jasmine Lawson,UNI039330,PHM
Edwin Black,UNI039331,BT
Gary Daniel PhD,UNI039332,CHE
Kathleen Richardson,UNI039333,ECE
Mr. Christopher Byrd,UNI039334,ECE
Nicole Armstrong,UNI039335,PHM
Cynthia Mcclain,UNI039336,CHE
Vanessa Myers,UNI039337,PHM
Ethan Chambers,UNI039338,EE
Danielle Perez,UNI039339,ECE
Jonathan Jones,UNI039340,ECE
Penny Patton,UNI039341,EE
Rebecca Wallace,UNI039342,CHE
Jennifer Short,UNI039343,BT
Tina Rogers,UNI039344,BT
Diane Jones,UNI039345,EE
Marisa Murray,UNI039346,CHE
Sydney Horne,UNI039347,CHE
Mrs. Victoria Vaughan,UNI039348,ECE
Jessica Donaldson,UNI039349,ME
Craig Jenkins,UNI039350,CSE
Andrea Walker,UNI039351,PHM
Megan Carson,UNI039352,EE
Peter Anderson,UNI039353,ECE
Shawn Miller,UNI039354,CE
Peter Watson,UNI039355,CHE
Joseph Martin,UNI039356,CHE
Debra Brown,UNI039357,EE
Jonathan Russell,UNI039358,ECE
Johnny Brown,UNI039359,CHE
Andrew Hamilton,UNI039360,ECE
Sherry Roberts,UNI039361,PHM
Brett Lynn,UNI039362,CE
Rebecca Green,UNI039363,CSE
Jeffrey Ross,UNI039364,CHE
Justin Andersen,UNI039365,PHM
Timothy Clark,UNI039366,PHM
James Simpson,UNI039367,EE
Stephanie Nelson,UNI039368,CSE
Tanner Hogan,UNI039369,BT
Jennifer Cohen,UNI039370,CHE
Randy Schultz,UNI039371,ME
Michael Harris,UNI039372,ECE
Laura Harris,UNI039373,ECE
Elizabeth Brown,UNI039374,PHM
Richard Mclaughlin,UNI039375,CE
Lisa Long,UNI039376,CE
Linda Smith,UNI039377,CHE
Betty Bowen,UNI039378,BT
Austin Bond,UNI039379,EE
Natalie Rivas,UNI039380,ECE
Mark Taylor,UNI039381,PHM
Mariah Knight,UNI039382,BT
Ruth Ross,UNI039383,BT
Michael Mooney,UNI039384,PHM
Anita Reilly,UNI039385,CHE
James Cantu,UNI039386,BT
Madeline Johnson,UNI039387,CHE
Zachary Gonzales,UNI039388,ME
Maria Roberts,UNI039389,CSE
Jason Boyd,UNI039390,CHE
Keith Brown,UNI039391,ECE
Courtney Foster,UNI039392,EE
Todd Robles,UNI039393,ECE
Robert Dillon,UNI039394,PHM
Eric Adams,UNI039395,ECE
Jillian Miller,UNI039396,CHE
Chad Khan PhD,UNI039397,ME
Christine Park,UNI039398,CE
Tracy Williams,UNI039399,CE
Ryan Morris,UNI039400,EE
Natasha Banks,UNI039401,ECE
Andrew Ramirez,UNI039402,ME
Antonio Choi,UNI039403,CHE
Justin Walsh,UNI039404,BT
Juan Walker,UNI039405,CSE
Bill Hardy,UNI039406,CHE
Matthew Jones,UNI039407,EE
Roberto Frank,UNI039408,EE
John Simmons,UNI039409,CHE
Timothy Jenkins,UNI039410,EE
Richard Murphy,UNI039411,PHM
Audrey Sosa,UNI039412,CHE
Amy Soto,UNI039413,CE
Megan Lewis,UNI039414,ECE
Janice Wilson,UNI039415,CSE
Amber Short,UNI039416,CE
Robert Schultz,UNI039417,PHM
Kimberly Wood,UNI039418,EE
Kimberly Johnson,UNI039419,CHE
Keith Chaney,UNI039420,CE
Kimberly Small,UNI039421,CSE
Kenneth Campos,UNI039422,BT
Tammy Howell,UNI039423,BT
Jennifer Walker,UNI039424,ECE
Darius Jones,UNI039425,CE
Tamara Gordon,UNI039426,CE
Mary Powell,UNI039427,ME
Joseph Adams,UNI039428,ECE
Megan Gomez,UNI039429,CE
Wanda Myers,UNI039430,PHM
David Lester,UNI039431,PHM
Joseph Dudley,UNI039432,EE
Randy Rodriguez,UNI039433,CSE
Douglas Mcmillan,UNI039434,CHE
Lindsey Jones,UNI039435,CHE
Shane Jones,UNI039436,ME
Jose Howe,UNI039437,BT
Duane Mullins,UNI039438,CHE
Steven Curry,UNI039439,ME
Karen Wilson,UNI039440,PHM
Melissa Gibson,UNI039441,CSE
Justin Flores,UNI039442,CHE
David Day,UNI039443,CE
Keith Harris,UNI039444,CSE
Jeffrey Hatfield,UNI039445,ECE
Nicholas Ortiz,UNI039446,CHE
Jasmine Thomas,UNI039447,CSE
Michael Roy,UNI039448,BT
Sara Robinson,UNI039449,CE
Thomas Ross,UNI039450,CSE
Elaine Glover,UNI039451,BT
Kevin Foster,UNI039452,PHM
Roberto Gilbert MD,UNI039453,ECE
Chad Sexton,UNI039454,ECE
Robert Green,UNI039455,ME
Nancy Romero,UNI039456,CE
John Mcbride,UNI039457,CE
Shannon Dalton,UNI039458,ME
Sara Kelly,UNI039459,EE
Antonio Jones,UNI039460,CHE
Emily Rodriguez,UNI039461,BT
Corey Hammond,UNI039462,CE
Christine Clark,UNI039463,PHM
David Ross,UNI039464,CSE
Timothy Wilson,UNI039465,EE
Justin Newman,UNI039466,ECE
Seth Stanley,UNI039467,PHM
Jonathon Wood,UNI039468,CSE
Kari Landry,UNI039469,CHE
Robert Morgan,UNI039470,PHM
Matthew Lopez,UNI039471,CHE
Shawn Miles,UNI039472,CHE
Gina Hill,UNI039473,BT
Connor Wall,UNI039474,EE
Amy Washington,UNI039475,ME
Andrea Perkins,UNI039476,PHM
Sharon Henderson,UNI039477,ME
Jon Davis,UNI039478,EE
Tiffany Cochran,UNI039479,CE
Richard Finley,UNI039480,ECE
Kerri Williams,UNI039481,ECE
Gregory Webb,UNI039482,CHE
Amanda Sanchez,UNI039483,ME
Richard Chapman,UNI039484,BT
Michael Williams,UNI039485,CSE
Jesse Hunter,UNI039486,CE
Dawn Hebert,UNI039487,CE
Rachel Avery,UNI039488,ME
Heather Guerrero,UNI039489,CSE
John Martinez,UNI039490,ECE
Andrew Morrison,UNI039491,EE
Melissa Medina,UNI039492,BT
Anthony Velasquez,UNI039493,CHE
Michael Pitts,UNI039494,ECE
Stacy Matthews,UNI039495,ME
Karen Suarez,UNI039496,CE
Patricia Nelson,UNI039497,BT
Matthew Hansen,UNI039498,CSE
Johnathan Coffey,UNI039499,ECE
Darryl Martinez,UNI039500,CSE
Thomas Wilkerson,UNI039501,PHM
Wendy Matthews,UNI039502,EE
Bradley Wright,UNI039503,ME
Austin Watkins,UNI039504,EE
Andrew Wells,UNI039505,CHE
Mary Nelson,UNI039506,CSE
Theresa Gonzalez,UNI039507,CSE
Emily Sanchez,UNI039508,CE
Rachel Williams,UNI039509,ECE
George Craig,UNI039510,EE
Dana Fuller,UNI039511,BT
Matthew Garcia,UNI039512,CE
Charles Peters,UNI039513,ME
Elizabeth Hawkins,UNI039514,CHE
Mitchell Davis,UNI039515,CHE
Douglas Hill,UNI039516,ECE
Lisa Hall,UNI039517,CE
Christopher Wagner,UNI039518,PHM
William Cook,UNI039519,CHE
Donna Coleman,UNI039520,CSE
Michael Alvarado,UNI039521,EE
David Ford,UNI039522,CE
Steven Carroll,UNI039523,CE
Mary Davis,UNI039524,CHE
Crystal Johnson,UNI039525,PHM
Katherine White,UNI039526,BT
Carol Owens,UNI039527,BT
John Cruz,UNI039528,ECE
Jessica Matthews,UNI039529,ECE
Mary Contreras,UNI039530,CSE
Melissa Hampton,UNI039531,ME
Lawrence Wheeler,UNI039532,ECE
Dennis Thomas MD,UNI039533,CHE
Amy Thomas,UNI039534,CSE
Robert Martinez,UNI039535,CE
Kelly West,UNI039536,ECE
Scott Murray,UNI039537,CE
Laurie Bailey,UNI039538,EE
Bonnie Vargas,UNI039539,PHM
Angelica Thompson,UNI039540,ME
Tiffany Sparks,UNI039541,PHM
Michael Rollins,UNI039542,CHE
Melissa Ramsey,UNI039543,EE
Amy Campbell,UNI039544,ME
Abigail Cervantes,UNI039545,ME
Susan Simmons,UNI039546,ME
Shawn Mcdonald,UNI039547,CE
Rachel Klein,UNI039548,PHM
Kari Ford,UNI039549,CHE
Anita Ward,UNI039550,ECE
Valerie Mills,UNI039551,CHE
Tracy Cummings DDS,UNI039552,ME
Taylor Flowers,UNI039553,CSE
James Lee MD,UNI039554,ME
Kaitlyn King,UNI039555,PHM
Rebekah Sherman,UNI039556,PHM
Elizabeth Daniels,UNI039557,CHE
Sharon Fox,UNI039558,CE
Denise Perry,UNI039559,CHE
Susan Collins,UNI039560,ME
Natalie Gomez,UNI039561,CSE
Shannon Hernandez,UNI039562,BT
Phillip Brown,UNI039563,CE
Dylan Farley,UNI039564,CE
Shelley Long,UNI039565,EE
Amanda Clements,UNI039566,ECE
Maria Morales,UNI039567,BT
Rose Perez,UNI039568,CHE
Tasha Pittman,UNI039569,EE
Jessica Ortiz,UNI039570,ECE
Tabitha Hodges,UNI039571,EE
Stephanie Martinez,UNI039572,EE
Jared Cooper,UNI039573,CE
Teresa Peters,UNI039574,CHE
Monica Powell,UNI039575,CSE
Yolanda Adams,UNI039576,ECE
Lori Acosta,UNI039577,PHM
Mario Smith,UNI039578,ME
Kimberly Orozco,UNI039579,CE
Yvonne Barber,UNI039580,ECE
Sarah Lopez,UNI039581,EE
Stephanie Wright,UNI039582,EE
Joe Pineda,UNI039583,PHM
April Pope,UNI039584,BT
Chad Palmer,UNI039585,BT
Nina Williams,UNI039586,CE
Ashley Harding,UNI039587,BT
Alexander Wright,UNI039588,CHE
Christopher Peterson,UNI039589,EE
Karen Taylor,UNI039590,EE
Martin Rodriguez,UNI039591,CSE
Sara Williams,UNI039592,CHE
Christopher Chase,UNI039593,EE
Diane King DDS,UNI039594,CSE
Dr. Ricky Morrison,UNI039595,EE
Angela Holmes,UNI039596,CE
Lori Palmer,UNI039597,ECE
Elizabeth Richard,UNI039598,ME
Ashley Harrell,UNI039599,CHE
Lisa Herrera,UNI039600,EE
Derrick Miller,UNI039601,PHM
Allison Flores,UNI039602,ME
Corey Nelson,UNI039603,ME
Deborah Blair,UNI039604,CHE
Katherine Livingston,UNI039605,ECE
David Hoffman,UNI039606,EE
Sarah Adams,UNI039607,CSE
Chad Martin,UNI039608,EE
Scott Lynch,UNI039609,ME
Charles Stanley,UNI039610,PHM
Christopher Hancock,UNI039611,EE
George Robinson,UNI039612,ME
Mr. Richard Lara,UNI039613,EE
Tara Clark,UNI039614,ECE
Gregg Rodriguez,UNI039615,ECE
Jessica Stuart,UNI039616,EE
Laura Johnson,UNI039617,EE
Kristopher Martinez,UNI039618,EE
Jessica Brennan,UNI039619,ECE
Chris Roberts,UNI039620,EE
Cindy Rodriguez,UNI039621,CE
Christopher Ferguson,UNI039622,BT
Carlos Reed,UNI039623,PHM
Jordan Chavez,UNI039624,BT
Leah Tran,UNI039625,CHE
Robert Wallace,UNI039626,EE
Tiffany Vega,UNI039627,ECE
David Johnson,UNI039628,CE
Dennis Byrd,UNI039629,BT
Jamie Perry,UNI039630,EE
Alyssa Erickson,UNI039631,ME
Tiffany Bentley,UNI039632,CE
Lauren Gomez,UNI039633,EE
Phillip Delgado,UNI039634,CSE
Margaret Thornton,UNI039635,ECE
Dylan Stevenson,UNI039636,CE
Stephanie Barnett,UNI039637,PHM
Alicia Mcdonald,UNI039638,BT
Troy Sandoval,UNI039639,ME
Colleen Horne,UNI039640,PHM
Stephanie Meza,UNI039641,CHE
Joshua Allison,UNI039642,CHE
Jon Adams,UNI039643,ME
Derek Wright,UNI039644,CHE
Steven Rodriguez,UNI039645,EE
Ian Sawyer,UNI039646,PHM
James Black,UNI039647,CHE
Mark Brewer,UNI039648,ME
Marcus Williams,UNI039649,ME
Jeanette Gray,UNI039650,ECE
Jeff Green,UNI039651,EE
James Gallagher,UNI039652,ECE
Christine Salazar,UNI039653,ECE
Elizabeth Collins,UNI039654,PHM
Ryan Brennan,UNI039655,ME
Paul Smith,UNI039656,BT
Ray Mercado,UNI039657,BT
Whitney Parker,UNI039658,CSE
David Baxter,UNI039659,CE
Brandon Peterson,UNI039660,CHE
Anthony Casey,UNI039661,ECE
Dana Evans,UNI039662,CE
Timothy Brown,UNI039663,PHM
Alexis Roy,UNI039664,PHM
Karen Hernandez,UNI039665,ECE
Stacy Jackson,UNI039666,PHM
Jeremy Hamilton,UNI039667,BT
Jeffrey White,UNI039668,ECE
John Simmons,UNI039669,CE
David Harris,UNI039670,PHM
Jason Smith,UNI039671,CSE
Kenneth Jackson,UNI039672,BT
David Marshall,UNI039673,EE
Shannon Meza,UNI039674,ME
Tracy Houston,UNI039675,ECE
Cheryl Zuniga,UNI039676,ECE
Ryan Vargas,UNI039677,PHM
Kathleen Ramos,UNI039678,ME
Kathleen Williams,UNI039679,ECE
Rhonda Larsen,UNI039680,CE
David Torres,UNI039681,CSE
Jennifer Thomas,UNI039682,PHM
Cheryl Stein,UNI039683,ECE
Michael Barnes,UNI039684,CE
Ryan Martinez Jr.,UNI039685,CE
Adam Vazquez,UNI039686,BT
Jacob Brown,UNI039687,CE
Samantha Cunningham,UNI039688,PHM
Alexa Knight,UNI039689,CSE
Paul Meadows,UNI039690,CSE
Meredith Butler,UNI039691,ME
Tracey Rogers,UNI039692,EE
Steven Matthews,UNI039693,ECE
Jonathan Cooper,UNI039694,CHE
Diana Brennan,UNI039695,BT
Gabriela Harper,UNI039696,BT
Taylor Mason,UNI039697,ECE
Tony Jones,UNI039698,EE
Cynthia Bush,UNI039699,CSE
Darryl Spencer,UNI039700,BT
Elizabeth Lopez,UNI039701,CE
Caitlyn Serrano,UNI039702,PHM
Travis Herman,UNI039703,ME
Darren Franklin,UNI039704,CHE
Scott Ross,UNI039705,BT
Kevin Johnson,UNI039706,PHM
Andrew Johnson,UNI039707,CHE
Carrie Sims,UNI039708,PHM
John Jones,UNI039709,CE
Douglas Perkins,UNI039710,PHM
Shelley Hill,UNI039711,CHE
Christopher Cameron,UNI039712,PHM
Richard Lawson,UNI039713,ME
Scott Cooper,UNI039714,BT
Connor Cooper,UNI039715,CE
Gina Lee,UNI039716,BT
Ronald Jones,UNI039717,ECE
Reginald Mcclain,UNI039718,BT
Cole Evans,UNI039719,PHM
Theresa Smith,UNI039720,EE
Jason Rose,UNI039721,CSE
Kenneth Kaiser,UNI039722,BT
Michael Ryan,UNI039723,CE
Eric Rodriguez,UNI039724,CE
Seth Rice,UNI039725,CE
Nicole Atkinson,UNI039726,ECE
Anthony Esparza,UNI039727,BT
Brooke Hill,UNI039728,EE
Martin Harvey,UNI039729,ME
Robert Sullivan,UNI039730,ECE
Elizabeth Chapman,UNI039731,EE
Christopher Edwards,UNI039732,EE
Leslie Thomas,UNI039733,EE
Richard Nichols,UNI039734,CHE
Elizabeth Cox,UNI039735,CSE
Stephanie Curtis,UNI039736,BT
Sharon Hines,UNI039737,PHM
David Johnson,UNI039738,BT
Jennifer Garza,UNI039739,CHE
Zachary Hooper,UNI039740,CSE
Jennifer Liu,UNI039741,CHE
Keith Ware,UNI039742,ECE
Shannon Richards,UNI039743,ECE
Brittany Wilson,UNI039744,CHE
Janet Johnson,UNI039745,CSE
Mary Murray,UNI039746,CHE
Brenda Brown,UNI039747,PHM
Mark Murphy,UNI039748,ME
Eric Farmer,UNI039749,CSE
Anita Sparks,UNI039750,CSE
George Avila,UNI039751,CSE
Jonathan Spears,UNI039752,CHE
Lisa Gordon,UNI039753,BT
Laurie Johnson,UNI039754,PHM
Alfred Hood,UNI039755,PHM
Adrian Riley,UNI039756,PHM
Amy Collins,UNI039757,PHM
Christina Anderson,UNI039758,CSE
Nicole Bridges,UNI039759,CHE
Shannon West,UNI039760,ME
Jessica Hunter,UNI039761,PHM
William Perez,UNI039762,BT
Timothy Klein,UNI039763,ECE
Christine Young,UNI039764,BT
Alexis Wilson,UNI039765,BT
Donald Kirk,UNI039766,CHE
Charles Fuller,UNI039767,PHM
Jacob Morris,UNI039768,PHM
Stacy Jackson,UNI039769,CE
Nathan Lynn,UNI039770,CHE
Benjamin Hamilton,UNI039771,CHE
Kathy Lopez,UNI039772,CE
Sarah Kim,UNI039773,EE
Aaron Williams,UNI039774,CSE
Michael Ramsey,UNI039775,BT
Susan Aguilar,UNI039776,ME
Mrs. Mary Rhodes,UNI039777,PHM
Nancy Moore,UNI039778,CSE
Scott Humphrey,UNI039779,PHM
Mitchell Santana,UNI039780,PHM
Michael Ryan,UNI039781,PHM
William Perry,UNI039782,ME
Patrick Blankenship,UNI039783,EE
Allison Ramsey,UNI039784,PHM
Joshua Torres,UNI039785,CSE
Bryan Snyder,UNI039786,CHE
Ethan Jones,UNI039787,CE
Vincent Hicks,UNI039788,ECE
Jonathan Hill,UNI039789,ECE
Alejandra Brown,UNI039790,PHM
Luis Johnson,UNI039791,PHM
Karen Wilson,UNI039792,CE
Paige Fernandez,UNI039793,EE
Jeremy Williams,UNI039794,CSE
Nathaniel Lee,UNI039795,ECE
Kimberly Cummings,UNI039796,ECE
Rebecca Boyle,UNI039797,BT
Reginald Taylor,UNI039798,CHE
Dawn Smith,UNI039799,ECE
Kayla Robinson,UNI039800,ECE
William Christian,UNI039801,CE
Anthony Elliott,UNI039802,CHE
Jacqueline Jarvis,UNI039803,ME
Cindy Phillips,UNI039804,PHM
Cindy Byrd,UNI039805,ECE
Kayla Aguilar,UNI039806,EE
Emily Warner,UNI039807,PHM
Tyler Oliver,UNI039808,CSE
Bradley Petty,UNI039809,CHE
Timothy Weaver,UNI039810,BT
Ashley Burton,UNI039811,ME
Donald Green,UNI039812,PHM
Timothy Miller,UNI039813,CHE
Emily Clark,UNI039814,CHE
Joseph White,UNI039815,ECE
Jennifer King,UNI039816,CSE
Megan Wilson,UNI039817,CSE
James Stokes,UNI039818,PHM
Scott Rodriguez,UNI039819,ECE
Caitlin Parker,UNI039820,ME
Jay Griffin,UNI039821,ME
Thomas Andersen,UNI039822,EE
Christian Hunter,UNI039823,PHM
Michael Rivers,UNI039824,CHE
Carrie Kirby,UNI039825,ECE
Gabrielle Smith,UNI039826,PHM
Donna Sullivan,UNI039827,PHM
Gregory David,UNI039828,ECE
Casey Smith,UNI039829,ME
Kelly Hall,UNI039830,CSE
Sarah Sexton,UNI039831,ME
Sarah Davis,UNI039832,CE
Michael Thomas,UNI039833,CE
Brad Banks,UNI039834,CSE
Angela Washington,UNI039835,BT
Allison Hart,UNI039836,PHM
Angie Lewis,UNI039837,CE
Natalie Martinez,UNI039838,EE
John Lopez,UNI039839,PHM
Diane Figueroa,UNI039840,CSE
Kimberly Thompson,UNI039841,EE
Eric Love,UNI039842,ME
Manuel Lee,UNI039843,PHM
Felicia Martinez,UNI039844,CHE
Ricky Harmon,UNI039845,BT
Edward Payne,UNI039846,PHM
Richard Hanna,UNI039847,BT
Katie Turner,UNI039848,CHE
Sheila Long,UNI039849,CE
Jennifer Christian,UNI039850,CSE
Karen Davis,UNI039851,CE
Jeffrey Garcia,UNI039852,ECE
Christina Frey,UNI039853,ECE
Jonathan Fitzgerald,UNI039854,EE
Danielle Horton,UNI039855,CHE
Jacqueline Hendricks,UNI039856,CSE
Ethan White,UNI039857,ECE
Kyle Gallagher,UNI039858,BT
Alexandra Williams,UNI039859,CE
Dr. Paul Hill,UNI039860,PHM
Edward Gray,UNI039861,CHE
Ricky Rosario,UNI039862,ME
Carol Turner,UNI039863,CSE
Karen Baker,UNI039864,EE
Zoe White,UNI039865,EE
Paige Terrell,UNI039866,ME
Julian Morris,UNI039867,PHM
Austin Wiley,UNI039868,CHE
Jesse Brandt,UNI039869,ECE
Shawn Hanna,UNI039870,EE
Mary Blake,UNI039871,EE
Victor Johnson MD,UNI039872,CSE
Denise Miller,UNI039873,CSE
Mary Ryan,UNI039874,BT
Jamie Bradshaw,UNI039875,EE
Andrea Day,UNI039876,CSE
Heather Hardin,UNI039877,ME
Paige Hart,UNI039878,PHM
Samantha May,UNI039879,ECE
Savannah Berry,UNI039880,ECE
Rebecca Hudson,UNI039881,BT
Taylor Roberts DVM,UNI039882,BT
Brandon Thomas,UNI039883,CHE
Brad Greene,UNI039884,CE
David Rose,UNI039885,ME
Caleb Johnson,UNI039886,BT
Sean Freeman,UNI039887,CSE
Chelsea Smith,UNI039888,BT
Tracie Williams,UNI039889,ECE
John Hoover,UNI039890,BT
Jeffrey Harmon,UNI039891,ME
Joseph Austin,UNI039892,EE
Kristen Harvey,UNI039893,EE
Michael Parker DDS,UNI039894,PHM
Timothy Rivera,UNI039895,PHM
Matthew Jones,UNI039896,ECE
Elizabeth Garcia,UNI039897,ME
Mary Scott,UNI039898,PHM
Traci Sellers,UNI039899,ECE
Elizabeth Aguilar,UNI039900,EE
Miranda Sandoval,UNI039901,EE
Paul Levy,UNI039902,ME
Jason Wright,UNI039903,PHM
Taylor Scott,UNI039904,CSE
Edward Daniels,UNI039905,CE
Colleen Hall,UNI039906,BT
Tyler Graham,UNI039907,ME
Stephanie Johnson,UNI039908,CE
Robert Noble,UNI039909,EE
Kimberly Mendoza,UNI039910,EE
Miss Ashley Young DDS,UNI039911,ME
Jacob Kim,UNI039912,CHE
Natalie Roberts,UNI039913,ME
Deborah Paul,UNI039914,CSE
Jill Frederick,UNI039915,CE
Maria Hinton,UNI039916,EE
Brent Johnson,UNI039917,CHE
Samuel Bennett,UNI039918,CSE
Jimmy Cooke,UNI039919,ME
Bill Cox,UNI039920,CE
Brianna Stewart,UNI039921,CSE
Jason Adams,UNI039922,CSE
Matthew Bond,UNI039923,BT
Meredith Lopez,UNI039924,PHM
Andrew Cantu,UNI039925,ME
William Huang,UNI039926,ECE
Mark Wilson,UNI039927,ME
Laura Rodriguez,UNI039928,BT
Nicholas Ford,UNI039929,ME
Lauren Castillo,UNI039930,CE
Andrew Sosa,UNI039931,CSE
Erica Miller,UNI039932,CE
Chad Pena,UNI039933,ME
Peter Thomas,UNI039934,ME
Eric Obrien,UNI039935,CSE
Kathleen Daniels,UNI039936,CE
Joseph Stout,UNI039937,CHE
Richard Rojas,UNI039938,CE
Joshua Lopez,UNI039939,CSE
Anthony Miller,UNI039940,PHM
Lisa Ramos,UNI039941,EE
Christopher James,UNI039942,ECE
Jennifer Black,UNI039943,ME
Edward Wilson,UNI039944,BT
Lisa Zimmerman,UNI039945,BT
Michael Long,UNI039946,CSE
Jamie Randall,UNI039947,ECE
Wanda Huber,UNI039948,CHE
Justin Singleton,UNI039949,ECE
Benjamin Snow,UNI039950,ECE
Robin Henderson,UNI039951,EE
Kathryn Bell,UNI039952,CSE
Kristen Marks,UNI039953,PHM
David Skinner,UNI039954,CE
Jacqueline Thomas,UNI039955,PHM
Kari Carr,UNI039956,PHM
Jennifer Smith,UNI039957,CSE
Denise Hart,UNI039958,CE
Melinda Matthews,UNI039959,EE
Cody Lee,UNI039960,BT
Theresa Collins,UNI039961,BT
Laura Perez,UNI039962,PHM
Bobby Roman,UNI039963,CSE
Rachel Harper,UNI039964,EE
Julie Lawrence,UNI039965,CE
Patrick Davis,UNI039966,CHE
Brianna Ward,UNI039967,CE
Lori Shaw,UNI039968,ECE
Anne Holloway,UNI039969,ECE
Shelly Robinson,UNI039970,EE
Amy Allen,UNI039971,ECE
Daniel Evans,UNI039972,ME
Casey Trevino,UNI039973,EE
Aaron Garcia,UNI039974,BT
Kimberly Choi,UNI039975,PHM
Mark Dixon,UNI039976,CE
Cynthia Cabrera,UNI039977,BT
Luke Barrett,UNI039978,ME
Shannon Moreno,UNI039979,CSE
Jennifer Allen,UNI039980,ECE
Michael Phillips,UNI039981,CHE
Amanda Bell,UNI039982,CE
Paula Long,UNI039983,EE
April Andrews,UNI039984,PHM
Justin Garcia,UNI039985,EE
David Harris,UNI039986,EE
Rachel Sanders,UNI039987,EE
Debbie Harris,UNI039988,PHM
Jennifer Jones,UNI039989,CE
Tracy Graham,UNI039990,BT
Glenda Taylor,UNI039991,ECE
Dalton Fuentes,UNI039992,EE
Michael Kennedy,UNI039993,PHM
Lindsey Ponce,UNI039994,CE
Robert Wolf,UNI039995,ECE
Sara Lamb,UNI039996,EE
Sheila Dyer,UNI039997,PHM
Julie Porter,UNI039998,CE
Erin Flores,UNI039999,ECE
Sara Clark,UNI040000,EE
Rhonda Leon,UNI040001,BT
Mark Baker,UNI040002,CHE
Hannah Callahan,UNI040003,PHM
Mrs. Lindsay Gonzalez DDS,UNI040004,CE
Jessica Castaneda,UNI040005,BT
Lisa Leblanc,UNI040006,PHM
Chad Charles,UNI040007,PHM
Paul Barnes,UNI040008,BT
Mark Nichols,UNI040009,ECE
Sarah Stone,UNI040010,CSE
